#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN19817_c0_g1_i11:901-2649  -            583 41297at7898          -            477         0 1013.2   9.2   1   2  1.1e-295    2e-294  975.9   2.9     1   451     8   505     8   524 0.95 -
TRINITY_DN19817_c0_g1_i11:901-2649  -            583 41297at7898          -            477         0 1013.2   9.2   2   2   5.7e-11   9.9e-10   37.1   0.5   440   477   534   583   520   583 0.80 -
TRINITY_DN9474_c0_g1_i6:223-885     -            221 41297at7898          -            477   1.9e-15   55.9   0.0   1   1   1.3e-16   2.3e-15   55.7   0.0    58   259     3   204     1   214 0.89 -
TRINITY_DN22705_c1_g4_i2:0-398      -            133 41297at7898          -            477   2.3e-15   55.7   0.7   1   1   1.5e-16   2.6e-15   55.5   0.7    10   142     3   133     1   133 0.89 -
TRINITY_DN41771_c0_g2_i2:111-401    -             97 41297at7898          -            477   2.4e-15   55.6   0.0   1   1   1.4e-16   2.5e-15   55.6   0.0    66   156     6    96     1    97 0.95 -
TRINITY_DN13369_c0_g1_i21:971-1723  -            251 41297at7898          -            477   2.6e-15   55.5   0.1   1   2   2.8e-15   4.9e-14   51.3   0.0   101   222    13   138     5   170 0.79 -
TRINITY_DN13369_c0_g1_i21:971-1723  -            251 41297at7898          -            477   2.6e-15   55.5   0.1   2   2         2        34    2.4   0.0   233   261   181   209   173   224 0.80 -
TRINITY_DN1534_c0_g1_i14:303-1022   -            240 41297at7898          -            477   2.6e-15   55.5   0.0   1   1   1.7e-16     3e-15   55.3   0.0    55   256    34   235     1   238 0.81 -
TRINITY_DN13193_c0_g1_i8:1073-1777  -            235 41297at7898          -            477   2.6e-15   55.5   0.0   1   1   1.8e-16   3.1e-15   55.2   0.0    59   211    19   175     9   206 0.82 -
TRINITY_DN5074_c0_g1_i1:63-1154     -            364 41297at7898          -            477   2.8e-15   55.4   0.0   1   1   2.3e-16     4e-15   54.9   0.0    13   208   121   310   116   325 0.84 -
TRINITY_DN6608_c1_g3_i1:62-811      -            250 41297at7898          -            477   2.9e-15   55.4   0.0   1   1   2.1e-16   3.7e-15   55.0   0.0    16   211     7   210     3   223 0.82 -
TRINITY_DN46573_c0_g1_i1:597-1523   -            309 41297at7898          -            477     3e-15   55.3   0.0   1   1   3.8e-16   6.6e-15   54.2   0.0    12   227    17   257    14   294 0.69 -
TRINITY_DN46573_c0_g1_i2:597-1523   -            309 41297at7898          -            477     3e-15   55.3   0.0   1   1   3.8e-16   6.6e-15   54.2   0.0    12   227    17   257    14   294 0.69 -
TRINITY_DN2470_c0_g2_i3:475-3384    -            970 41297at7898          -            477     3e-15   55.3   0.0   1   2    0.0072      0.13   10.4   0.0    13   106   579   677   574   681 0.78 -
TRINITY_DN2470_c0_g2_i3:475-3384    -            970 41297at7898          -            477     3e-15   55.3   0.0   2   2   1.1e-12     2e-11   42.7   0.0   106   256   750   906   736   951 0.82 -
TRINITY_DN5365_c0_g1_i10:1324-2358  -            345 41297at7898          -            477   3.2e-15   55.2   0.1   1   1     3e-16   5.1e-15   54.5   0.0    18   210    52   256    43   315 0.76 -
TRINITY_DN5365_c0_g1_i11:1324-2358  -            345 41297at7898          -            477   3.2e-15   55.2   0.1   1   1     3e-16   5.1e-15   54.5   0.0    18   210    52   256    43   315 0.76 -
TRINITY_DN5365_c0_g1_i3:1322-2356   -            345 41297at7898          -            477   3.2e-15   55.2   0.1   1   1     3e-16   5.1e-15   54.5   0.0    18   210    52   256    43   315 0.76 -
TRINITY_DN5365_c0_g1_i1:386-1378    -            331 41297at7898          -            477   3.4e-15   55.1   0.0   1   1   2.9e-16     5e-15   54.6   0.0    18   210    38   242    19   295 0.75 -
TRINITY_DN5365_c0_g1_i6:535-1527    -            331 41297at7898          -            477   3.4e-15   55.1   0.0   1   1   2.9e-16     5e-15   54.6   0.0    18   210    38   242    19   295 0.75 -
TRINITY_DN22705_c1_g4_i1:0-398      -            133 41297at7898          -            477   3.4e-15   55.1   0.8   1   1   2.2e-16   3.8e-15   55.0   0.8    10   142     3   133     1   133 0.89 -
TRINITY_DN5064_c0_g1_i2:546-1421    -            292 41297at7898          -            477   3.5e-15   55.1   0.3   1   1     3e-16   5.2e-15   54.5   0.3    15   209    11   200     4   223 0.80 -
TRINITY_DN5064_c0_g1_i6:546-1421    -            292 41297at7898          -            477   3.5e-15   55.1   0.3   1   1     3e-16   5.2e-15   54.5   0.3    15   209    11   200     4   223 0.80 -
TRINITY_DN5365_c0_g1_i5:5-997       -            331 41297at7898          -            477   3.7e-15   55.0   0.0   1   1   2.8e-16   4.8e-15   54.6   0.0    18   210    38   242    19   298 0.75 -
TRINITY_DN5074_c0_g1_i4:45-1361     -            439 41297at7898          -            477   3.8e-15   54.9   0.0   1   1   3.6e-16   6.3e-15   54.2   0.0    13   208   190   379   185   394 0.84 -
TRINITY_DN5064_c0_g1_i5:546-1421    -            292 41297at7898          -            477   4.5e-15   54.7   0.3   1   1   3.7e-16   6.4e-15   54.2   0.3    16   209    12   200     4   223 0.79 -
TRINITY_DN34404_c0_g2_i1:595-1317   -            241 41297at7898          -            477   4.5e-15   54.7   0.0   1   2   7.1e-15   1.2e-13   50.0   0.0    58   204     2   150     1   175 0.85 -
TRINITY_DN34404_c0_g2_i1:595-1317   -            241 41297at7898          -            477   4.5e-15   54.7   0.0   2   2       1.3        23    2.9   0.0   228   263   204   239   195   241 0.83 -
TRINITY_DN68663_c0_g1_i1:11-496     -            162 41297at7898          -            477     5e-15   54.6   0.8   1   1   3.6e-16   6.2e-15   54.3   0.8    16   157     6   148     2   154 0.92 -
TRINITY_DN11653_c0_g3_i1:428-715    -             96 41297at7898          -            477     5e-15   54.6   0.0   1   1   3.1e-16   5.3e-15   54.5   0.0    63   154     2    96     1    96 0.91 -
TRINITY_DN45539_c0_g1_i2:4-555      -            184 41297at7898          -            477   6.3e-15   54.2   0.0   1   1   4.3e-16   7.4e-15   54.0   0.0    14   179    21   184    13   184 0.92 -
TRINITY_DN3665_c2_g1_i13:1118-1855  -            246 41297at7898          -            477   8.9e-15   53.7   0.0   1   1   5.6e-16   9.8e-15   53.6   0.0    58   255    40   245     1   246 0.78 -
TRINITY_DN3665_c2_g1_i1:1115-1852   -            246 41297at7898          -            477   8.9e-15   53.7   0.0   1   1   5.6e-16   9.8e-15   53.6   0.0    58   255    40   245     1   246 0.78 -
TRINITY_DN3665_c2_g1_i2:1103-1840   -            246 41297at7898          -            477   8.9e-15   53.7   0.0   1   1   5.6e-16   9.8e-15   53.6   0.0    58   255    40   245     1   246 0.78 -
TRINITY_DN10974_c0_g3_i1:195-965    -            257 41297at7898          -            477   9.2e-15   53.7   0.0   1   1   6.5e-16   1.1e-14   53.4   0.0    13   204    33   236    24   253 0.78 -
TRINITY_DN10974_c0_g3_i2:195-965    -            257 41297at7898          -            477   9.2e-15   53.7   0.0   1   1   6.5e-16   1.1e-14   53.4   0.0    13   204    33   236    24   253 0.78 -
TRINITY_DN22705_c0_g1_i2:1-315      -            105 41297at7898          -            477   9.7e-15   53.6   0.2   1   1   6.4e-16   1.1e-14   53.4   0.2    65   158     2    95     1   100 0.92 -
TRINITY_DN56830_c0_g1_i1:2-457      -            152 41297at7898          -            477   1.7e-14   52.8   0.6   1   1     1e-15   1.8e-14   52.8   0.6    11   153     4   152     1   152 0.83 -
TRINITY_DN13535_c0_g2_i1:69-803     -            245 41297at7898          -            477   1.8e-14   52.8   0.1   1   1   1.2e-15   2.1e-14   52.5   0.1    57   212    40   205     3   225 0.77 -
TRINITY_DN2749_c0_g1_i8:20-1543     -            337 41297at7898          -            477   2.6e-14   52.2   0.0   1   1     2e-15   3.4e-14   51.8   0.0    85   225   128   273    99   286 0.82 -
TRINITY_DN2481_c0_g1_i4:1536-2411   -            292 41297at7898          -            477   2.6e-14   52.2   0.0   1   1   1.7e-15   2.9e-14   52.1   0.0    21   216    18   224     6   275 0.75 -
TRINITY_DN2481_c0_g1_i7:1551-2426   -            292 41297at7898          -            477   2.6e-14   52.2   0.0   1   1   1.7e-15   2.9e-14   52.1   0.0    21   216    18   224     6   275 0.75 -
TRINITY_DN9118_c0_g1_i1:399-950     -            184 41297at7898          -            477   2.7e-14   52.2   0.3   1   1   1.7e-15     3e-14   52.0   0.3    38   202    12   181     1   183 0.81 -
TRINITY_DN31010_c0_g2_i2:675-1514   -            280 41297at7898          -            477   3.1e-14   52.0   0.1   1   1   2.3e-15     4e-14   51.6   0.1    83   256    79   265    30   270 0.76 -
TRINITY_DN31010_c0_g2_i5:1110-1949  -            280 41297at7898          -            477   3.1e-14   52.0   0.1   1   1   2.3e-15     4e-14   51.6   0.1    83   256    79   265    30   270 0.76 -
TRINITY_DN12363_c0_g1_i1:2-634      -            211 41297at7898          -            477   3.1e-14   51.9   0.1   1   1   2.2e-15   3.7e-14   51.7   0.1    57   209    41   203     3   209 0.77 -
TRINITY_DN11554_c0_g1_i4:177-1118   -            314 41297at7898          -            477   3.4e-14   51.8   0.0   1   1   2.4e-15   4.1e-14   51.5   0.0    58   226     7   191     3   262 0.78 -
TRINITY_DN12190_c0_g1_i2:265-1125   -            287 41297at7898          -            477   4.1e-14   51.6   0.1   1   1   3.3e-15   5.8e-14   51.1   0.1   112   212    98   199     1   216 0.76 -
TRINITY_DN12190_c0_g1_i1:516-1373   -            286 41297at7898          -            477   4.1e-14   51.5   0.1   1   1   3.4e-15   5.9e-14   51.0   0.1   112   212    98   199     1   216 0.76 -
TRINITY_DN12070_c0_g1_i4:2190-3152  -            321 41297at7898          -            477   4.4e-14   51.5   0.0   1   1   4.4e-15   7.7e-14   50.6   0.0    18   206    14   204     6   231 0.81 -
TRINITY_DN12070_c0_g1_i5:1311-2273  -            321 41297at7898          -            477   4.4e-14   51.5   0.0   1   1   4.4e-15   7.7e-14   50.6   0.0    18   206    14   204     6   231 0.81 -
TRINITY_DN35370_c0_g1_i1:2-649      -            216 41297at7898          -            477   4.5e-14   51.4   0.0   1   1   3.5e-15   6.1e-14   51.0   0.0    84   162   119   199   114   205 0.89 -
TRINITY_DN7287_c0_g1_i1:2-925       -            308 41297at7898          -            477   5.3e-14   51.2   0.0   1   1     4e-15   6.9e-14   50.8   0.0    15   209    58   262    50   276 0.82 -
TRINITY_DN8072_c0_g1_i13:176-919    -            248 41297at7898          -            477     6e-14   51.0   0.0   1   1   3.8e-15   6.6e-14   50.9   0.0    18   225     2   213     1   240 0.85 -
TRINITY_DN10064_c0_g1_i1:75-878     -            268 41297at7898          -            477   6.5e-14   50.9   0.4   1   1   4.6e-15     8e-14   50.6   0.4    53   254    46   266    21   268 0.73 -
TRINITY_DN7287_c0_g1_i2:7-711       -            235 41297at7898          -            477   8.5e-14   50.5   0.0   1   1   6.1e-15   1.1e-13   50.2   0.0    16   209    14   217     6   228 0.80 -
TRINITY_DN13258_c1_g1_i1:0-812      -            271 41297at7898          -            477   8.5e-14   50.5   0.0   1   1   1.1e-14   1.9e-13   49.4   0.0    84   204   108   245   102   259 0.79 -
TRINITY_DN16923_c0_g1_i1:2-586      -            195 41297at7898          -            477     9e-14   50.4   0.0   1   1   6.9e-15   1.2e-13   50.0   0.0   115   209    96   191    28   195 0.89 -
TRINITY_DN10064_c0_g1_i2:75-860     -            262 41297at7898          -            477   9.1e-14   50.4   0.2   1   1   6.5e-15   1.1e-13   50.1   0.2    53   254    40   260    17   262 0.73 -
TRINITY_DN16332_c0_g3_i1:847-1293   -            149 41297at7898          -            477   9.4e-14   50.4   0.0   1   1   6.4e-15   1.1e-13   50.1   0.0    16   156     7   148     3   149 0.88 -
TRINITY_DN16923_c0_g1_i2:5-499      -            165 41297at7898          -            477   9.9e-14   50.3   0.0   1   1   5.7e-15   9.9e-14   50.3   0.0   115   207    67   160     2   165 0.93 -
TRINITY_DN26634_c0_g3_i1:0-503      -            168 41297at7898          -            477   1.1e-13   50.1   0.0   1   1     3e-14   5.2e-13   47.9   0.0   123   261     2   168     1   168 0.70 -
TRINITY_DN21504_c0_g1_i1:1026-2066  -            347 41297at7898          -            477   1.2e-13   50.1   0.1   1   1   9.9e-15   1.7e-13   49.5   0.1    17   211    35   233    17   254 0.78 -
TRINITY_DN21504_c0_g1_i7:962-2002   -            347 41297at7898          -            477   1.2e-13   50.1   0.1   1   1   9.9e-15   1.7e-13   49.5   0.1    17   211    35   233    17   254 0.78 -
TRINITY_DN21504_c0_g1_i9:1282-2322  -            347 41297at7898          -            477   1.2e-13   50.1   0.1   1   1   9.9e-15   1.7e-13   49.5   0.1    17   211    35   233    17   254 0.78 -
TRINITY_DN55193_c0_g1_i1:0-302      -            101 41297at7898          -            477   1.2e-13   50.0   0.1   1   1   7.3e-15   1.3e-13   49.9   0.1    63   158     4   100     1   101 0.90 -
TRINITY_DN6608_c1_g2_i3:5-802       -            266 41297at7898          -            477   1.5e-13   49.7   0.0   1   1   2.6e-14   4.6e-13   48.1   0.0    37   226    23   230    13   265 0.73 -
TRINITY_DN6608_c1_g2_i4:5-802       -            266 41297at7898          -            477   1.5e-13   49.7   0.0   1   1   2.6e-14   4.6e-13   48.1   0.0    37   226    23   230    13   265 0.73 -
TRINITY_DN11111_c0_g1_i1:65-307     -             81 41297at7898          -            477   1.8e-13   49.5   0.1   1   1   1.1e-14   1.9e-13   49.4   0.1    59   138     2    81     1    81 0.95 -
TRINITY_DN29916_c0_g1_i1:0-947      -            316 41297at7898          -            477   1.8e-13   49.4   0.0   1   1   1.4e-14   2.4e-13   49.0   0.0    14   223    88   312    75   315 0.77 -
TRINITY_DN2481_c0_g1_i16:1559-2194  -            212 41297at7898          -            477   1.9e-13   49.4   0.0   1   1   1.2e-14     2e-13   49.3   0.0    84   216     5   144     2   195 0.79 -
TRINITY_DN13119_c0_g2_i1:11-505     -            165 41297at7898          -            477   1.9e-13   49.4   0.1   1   1   2.5e-14   4.3e-13   48.2   0.1    66   202     5   160     1   164 0.79 -
TRINITY_DN2481_c0_g1_i12:1551-2426  -            292 41297at7898          -            477     2e-13   49.3   0.0   1   1   1.2e-14   2.2e-13   49.2   0.0    19   216    16   224     5   275 0.79 -
TRINITY_DN47161_c0_g1_i12:260-1827  -            439 41297at7898          -            477     2e-13   49.3   0.0   1   1   1.8e-14   3.1e-13   48.7   0.0     1   258   176   427   176   437 0.83 -
TRINITY_DN39392_c3_g1_i1:189-1031   -            281 41297at7898          -            477     2e-13   49.3   0.0   1   2     0.025      0.44    8.6   0.0    16    76    14    66     7    74 0.88 -
TRINITY_DN39392_c3_g1_i1:189-1031   -            281 41297at7898          -            477     2e-13   49.3   0.0   2   2   1.7e-11     3e-10   38.8   0.0   108   205   125   231    92   263 0.81 -
TRINITY_DN26491_c0_g1_i1:1294-2169  -            292 41297at7898          -            477   2.5e-13   49.0   0.0   1   1   2.1e-14   3.6e-13   48.4   0.0    58   207     4   166     1   184 0.81 -
TRINITY_DN474_c0_g1_i16:984-1754    -            257 41297at7898          -            477   3.2e-13   48.6   0.0   1   1   2.2e-14   3.7e-13   48.4   0.0   107   257    93   252    72   257 0.73 -
TRINITY_DN474_c0_g1_i3:984-1754     -            257 41297at7898          -            477   3.2e-13   48.6   0.0   1   1   2.2e-14   3.7e-13   48.4   0.0   107   257    93   252    72   257 0.73 -
TRINITY_DN43749_c0_g1_i1:33-530     -            166 41297at7898          -            477     4e-13   48.3   0.0   1   1   5.4e-14   9.4e-13   47.1   0.0   113   247    14   162     3   166 0.71 -
TRINITY_DN3984_c0_g1_i1:1746-2342   -            199 41297at7898          -            477   4.1e-13   48.3   0.0   1   1   2.8e-14   4.9e-13   48.0   0.0    67   210     2   148     1   157 0.81 -
TRINITY_DN3984_c0_g1_i5:1757-2353   -            199 41297at7898          -            477   4.1e-13   48.3   0.0   1   1   2.8e-14   4.9e-13   48.0   0.0    67   210     2   148     1   157 0.81 -
TRINITY_DN3984_c0_g1_i7:3037-3633   -            199 41297at7898          -            477   4.1e-13   48.3   0.0   1   1   2.8e-14   4.9e-13   48.0   0.0    67   210     2   148     1   157 0.81 -
TRINITY_DN3984_c0_g1_i2:705-1301    -            199 41297at7898          -            477   4.1e-13   48.3   0.0   1   1   2.8e-14   4.9e-13   48.0   0.0    67   210     2   148     1   157 0.81 -
TRINITY_DN3984_c0_g1_i6:1746-2342   -            199 41297at7898          -            477   4.1e-13   48.3   0.0   1   1   2.8e-14   4.9e-13   48.0   0.0    67   210     2   148     1   157 0.81 -
TRINITY_DN19057_c0_g1_i1:2-664      -            221 41297at7898          -            477   4.4e-13   48.1   0.0   1   1   2.7e-14   4.7e-13   48.1   0.0   123   270     3   154     1   190 0.73 -
TRINITY_DN33200_c1_g1_i3:392-1231   -            280 41297at7898          -            477   4.6e-13   48.1   0.0   1   1   3.8e-14   6.7e-13   47.6   0.0    14   221    10   234     5   265 0.75 -
TRINITY_DN17027_c3_g1_i2:1822-4155  -            778 41297at7898          -            477   4.8e-13   48.0   0.1   1   2    0.0021     0.036   12.2   0.0    12   104   290   386   284   406 0.75 -
TRINITY_DN17027_c3_g1_i2:1822-4155  -            778 41297at7898          -            477   4.8e-13   48.0   0.1   2   2   6.3e-10   1.1e-08   33.7   0.0   116   226   493   607   479   641 0.78 -
TRINITY_DN29679_c0_g1_i1:572-856    -             95 41297at7898          -            477   6.3e-13   47.6   0.0   1   1   4.1e-14   7.1e-13   47.5   0.0    69   156     1    91     1    94 0.85 -
TRINITY_DN67902_c0_g1_i1:75-500     -            142 41297at7898          -            477   6.9e-13   47.5   0.1   1   1   4.5e-14   7.8e-13   47.3   0.1    17   155     5   141     2   142 0.91 -
TRINITY_DN64474_c0_g1_i1:0-653      -            218 41297at7898          -            477   9.4e-13   47.1   0.0   1   1   5.9e-14     1e-12   46.9   0.0    10   211     3   216     1   218 0.86 -
TRINITY_DN2570_c0_g1_i1:835-2058    -            209 41297at7898          -            477   9.7e-13   47.0   1.2   1   1   9.5e-14   1.7e-12   46.3   1.2    16   198     9   205     6   209 0.80 -
TRINITY_DN2570_c0_g1_i8:835-2058    -            209 41297at7898          -            477   9.7e-13   47.0   1.2   1   1   9.5e-14   1.7e-12   46.3   1.2    16   198     9   205     6   209 0.80 -
TRINITY_DN21504_c0_g1_i3:278-871    -            198 41297at7898          -            477   1.2e-12   46.7   0.0   1   1   7.3e-14   1.3e-12   46.6   0.0    20   209     3   196     1   198 0.77 -
TRINITY_DN9066_c0_g1_i3:270-1229    -            320 41297at7898          -            477   1.4e-12   46.5   0.0   1   2   5.2e-13     9e-12   43.8   0.0    17   205    12   215     6   230 0.73 -
TRINITY_DN9066_c0_g1_i3:270-1229    -            320 41297at7898          -            477   1.4e-12   46.5   0.0   2   2         7   1.2e+02    0.5   0.0   236   262   294   320   274   320 0.86 -
TRINITY_DN9066_c0_g1_i6:270-1229    -            320 41297at7898          -            477   1.4e-12   46.5   0.0   1   2   5.2e-13     9e-12   43.8   0.0    17   205    12   215     6   230 0.73 -
TRINITY_DN9066_c0_g1_i6:270-1229    -            320 41297at7898          -            477   1.4e-12   46.5   0.0   2   2         7   1.2e+02    0.5   0.0   236   262   294   320   274   320 0.86 -
TRINITY_DN28331_c0_g2_i1:49-627     -            193 41297at7898          -            477   1.7e-12   46.2   0.0   1   1   1.1e-13   1.9e-12   46.0   0.0    80   158   106   186    55   190 0.86 -
TRINITY_DN38472_c0_g1_i1:10-249     -             80 41297at7898          -            477   1.7e-12   46.2   0.1   1   1     1e-13   1.8e-12   46.1   0.1    66   142     5    80     1    80 0.96 -
TRINITY_DN474_c0_g1_i17:1042-1827   -            262 41297at7898          -            477   1.9e-12   46.1   0.0   1   1   1.2e-13   2.1e-12   45.9   0.0   109   265    93   255    23   262 0.74 -
TRINITY_DN474_c0_g1_i9:954-1739     -            262 41297at7898          -            477   1.9e-12   46.1   0.0   1   1   1.2e-13   2.1e-12   45.9   0.0   109   265    93   255    23   262 0.74 -
TRINITY_DN47161_c0_g1_i3:209-1525   -            439 41297at7898          -            477   2.5e-12   45.7   0.0   1   1   2.3e-13   3.9e-12   45.0   0.0     8   258   183   427   176   437 0.82 -
TRINITY_DN31010_c0_g2_i4:39-824     -            262 41297at7898          -            477   3.3e-12   45.3   0.3   1   1   2.3e-13     4e-12   45.0   0.3    83   252    79   261    29   262 0.75 -
TRINITY_DN12815_c0_g1_i1:607-1416   -            270 41297at7898          -            477   3.4e-12   45.2   0.1   1   1     4e-13     7e-12   44.2   0.1    64   256    50   268    26   270 0.73 -
TRINITY_DN13295_c0_g1_i1:1639-2466  -            276 41297at7898          -            477   3.6e-12   45.2   0.0   1   1   2.4e-13   4.2e-12   44.9   0.0   115   226   123   237    35   258 0.81 -
TRINITY_DN5913_c0_g1_i1:341-1129    -            263 41297at7898          -            477   3.6e-12   45.1   0.0   1   1   2.6e-13   4.5e-12   44.8   0.0    17   224     5   216     2   227 0.76 -
TRINITY_DN5913_c0_g1_i2:181-969     -            263 41297at7898          -            477   3.6e-12   45.1   0.0   1   1   2.6e-13   4.5e-12   44.8   0.0    17   224     5   216     2   227 0.76 -
TRINITY_DN5913_c0_g1_i3:181-969     -            263 41297at7898          -            477   3.6e-12   45.1   0.0   1   1   2.6e-13   4.5e-12   44.8   0.0    17   224     5   216     2   227 0.76 -
TRINITY_DN14718_c0_g5_i1:488-1396   -            303 41297at7898          -            477   4.2e-12   44.9   0.0   1   1   4.9e-13   8.5e-12   43.9   0.0    14   221    29   253    24   290 0.76 -
TRINITY_DN14718_c0_g5_i2:481-1389   -            303 41297at7898          -            477   4.2e-12   44.9   0.0   1   1   4.9e-13   8.5e-12   43.9   0.0    14   221    29   253    24   290 0.76 -
TRINITY_DN9474_c0_g1_i15:217-912    -            232 41297at7898          -            477   4.2e-12   44.9   0.0   1   1   2.7e-13   4.7e-12   44.8   0.0    52   226    26   198     4   231 0.79 -
TRINITY_DN9474_c0_g1_i19:292-987    -            232 41297at7898          -            477   4.2e-12   44.9   0.0   1   1   2.7e-13   4.7e-12   44.8   0.0    52   226    26   198     4   231 0.79 -
TRINITY_DN9474_c0_g1_i1:972-1667    -            232 41297at7898          -            477   4.2e-12   44.9   0.0   1   1   2.7e-13   4.7e-12   44.8   0.0    52   226    26   198     4   231 0.79 -
TRINITY_DN9474_c0_g1_i4:217-912     -            232 41297at7898          -            477   4.2e-12   44.9   0.0   1   1   2.7e-13   4.7e-12   44.8   0.0    52   226    26   198     4   231 0.79 -
TRINITY_DN15845_c0_g1_i4:103-1086   -            328 41297at7898          -            477   4.8e-12   44.7   0.0   1   1   5.6e-13   9.7e-12   43.7   0.0    15   205     5   199     1   207 0.78 -
TRINITY_DN53979_c0_g1_i1:7-648      -            214 41297at7898          -            477   5.2e-12   44.6   0.0   1   1   3.4e-13   5.9e-12   44.4   0.0    17   158    13   159     4   213 0.78 -
TRINITY_DN17632_c2_g1_i1:627-1286   -            220 41297at7898          -            477   5.9e-12   44.4   0.0   1   1   3.8e-13   6.7e-12   44.3   0.0    73   175   113   217    45   220 0.70 -
TRINITY_DN2813_c0_g1_i5:2-1312      -            437 41297at7898          -            477   6.3e-12   44.3   0.1   1   1   5.1e-13   8.9e-12   43.9   0.1     8   232   157   385   150   402 0.77 -
TRINITY_DN13846_c0_g1_i2:498-1433   -            312 41297at7898          -            477   6.9e-12   44.2   0.0   1   1   5.1e-13   8.9e-12   43.8   0.0    12   207    19   229    11   249 0.78 -
TRINITY_DN13846_c0_g1_i6:498-1433   -            312 41297at7898          -            477   6.9e-12   44.2   0.0   1   1   5.1e-13   8.9e-12   43.8   0.0    12   207    19   229    11   249 0.78 -
TRINITY_DN474_c0_g1_i12:984-1745    -            254 41297at7898          -            477   7.2e-12   44.1   0.0   1   1   4.5e-13   7.8e-12   44.0   0.0   109   261    95   253    24   254 0.73 -
TRINITY_DN13846_c0_g1_i1:498-1433   -            312 41297at7898          -            477   7.3e-12   44.1   0.0   1   1   5.5e-13   9.6e-12   43.7   0.0    12   207    19   229    11   246 0.79 -
TRINITY_DN28056_c0_g1_i1:1-531      -            177 41297at7898          -            477   8.2e-12   44.0   0.0   1   1   1.9e-12   3.3e-11   42.0   0.0   130   218     2    92     1   101 0.80 -
TRINITY_DN5913_c0_g1_i4:85-819      -            245 41297at7898          -            477   8.4e-12   43.9   0.0   1   1   6.2e-13   1.1e-11   43.6   0.0    16   211    36   234    30   244 0.78 -
TRINITY_DN3501_c0_g1_i1:766-2226    -            487 41297at7898          -            477   8.9e-12   43.9   0.0   1   1   9.7e-13   1.7e-11   42.9   0.0    78   214    98   237    19   251 0.68 -
TRINITY_DN3501_c0_g1_i2:787-2247    -            487 41297at7898          -            477   8.9e-12   43.9   0.0   1   1   9.7e-13   1.7e-11   42.9   0.0    78   214    98   237    19   251 0.68 -
TRINITY_DN9237_c0_g1_i1:4-438       -            145 41297at7898          -            477     9e-12   43.8   0.3   1   1   5.6e-13   9.7e-12   43.7   0.3    13   149     3   144     1   145 0.80 -
TRINITY_DN25237_c0_g2_i3:217-1173   -            319 41297at7898          -            477   9.7e-12   43.7   0.1   1   1   8.3e-13   1.4e-11   43.2   0.1    14   153   182   319   174   319 0.88 -
TRINITY_DN2481_c0_g1_i11:68-475     -            136 41297at7898          -            477   1.3e-11   43.4   0.0   1   1   7.5e-13   1.3e-11   43.3   0.0   113   210    33   134     2   136 0.82 -
TRINITY_DN58045_c0_g1_i1:106-603    -            166 41297at7898          -            477   1.4e-11   43.2   0.0   1   1   9.1e-13   1.6e-11   43.0   0.0    58   185    32   162     2   165 0.78 -
TRINITY_DN2813_c0_g1_i9:2-1393      -            464 41297at7898          -            477   1.5e-11   43.1   0.1   1   1   1.3e-12   2.3e-11   42.5   0.1     8   223   184   403   177   421 0.75 -
TRINITY_DN2813_c0_g1_i11:2-1294     -            431 41297at7898          -            477   1.8e-11   42.8   0.1   1   1   1.4e-12   2.5e-11   42.4   0.1     8   223   151   370   144   388 0.74 -
TRINITY_DN2813_c0_g1_i2:2-1312      -            437 41297at7898          -            477   1.9e-11   42.8   0.1   1   1   1.5e-12   2.6e-11   42.3   0.1     8   223   157   376   150   394 0.74 -
TRINITY_DN24879_c0_g1_i2:4-453      -            150 41297at7898          -            477     2e-11   42.7   0.0   1   1   1.3e-12   2.3e-11   42.5   0.0    17   156     9   148     3   150 0.92 -
TRINITY_DN17020_c0_g1_i2:547-1497   -            317 41297at7898          -            477   2.2e-11   42.6   0.2   1   1     5e-12   8.6e-11   40.6   0.2    15   209     4   218     2   233 0.73 -
TRINITY_DN56781_c0_g1_i1:86-478     -            131 41297at7898          -            477   2.3e-11   42.5   0.5   1   1   1.5e-12   2.7e-11   42.3   0.5    16   139     9   131     3   131 0.86 -
TRINITY_DN9830_c0_g1_i2:81-773      -            231 41297at7898          -            477   2.3e-11   42.5   0.0   1   1   1.8e-12   3.1e-11   42.1   0.0    16   201    23   224    13   229 0.79 -
TRINITY_DN15845_c0_g1_i7:310-1308   -            333 41297at7898          -            477   2.6e-11   42.3   0.0   1   1   2.4e-12   4.3e-11   41.6   0.0    15   205     5   199     1   206 0.81 -
TRINITY_DN10875_c0_g1_i1:3-728      -            242 41297at7898          -            477   2.7e-11   42.3   0.0   1   1   2.4e-12   4.2e-11   41.6   0.0    58   209    15   182     7   234 0.74 -
TRINITY_DN25544_c0_g2_i5:58-807     -            250 41297at7898          -            477     3e-11   42.1   0.0   1   1   1.9e-12   3.4e-11   41.9   0.0    17   219     1   214     1   235 0.78 -
